stego_filename,subset,expected_type,payload_type,payload_size_class,lsb,mode,predicted_type,correct
XL-Synthetic_7_P__docx_small__lsb2.png,extended_xl,DOCX,DOCX,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__docx_small__lsb2.png,extended_xl,DOCX,DOCX,small,2,no_buffer,ZIP,0
XL-Synthetic_7_P__docx_small__lsb2.png,extended_xl,DOCX,DOCX,small,2,no_markers,ZIP,0
XL-Synthetic_7_P__docx_small__lsb3.png,extended_xl,DOCX,DOCX,small,3,full,DOCX,1
XL-Synthetic_7_P__docx_small__lsb3.png,extended_xl,DOCX,DOCX,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__docx_small__lsb3.png,extended_xl,DOCX,DOCX,small,3,no_buffer,ZIP,0
XL-Synthetic_7_P__docx_small__lsb3.png,extended_xl,DOCX,DOCX,small,3,no_markers,ZIP,0
XL-Synthetic_7_P__exe_large__lsb3.png,extended_xl,EXE,EXE,large,3,full,EXE,1
XL-Synthetic_7_P__exe_large__lsb3.png,extended_xl,EXE,EXE,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__exe_large__lsb3.png,extended_xl,EXE,EXE,large,3,no_buffer,EXE,1
XL-Synthetic_7_P__exe_large__lsb3.png,extended_xl,EXE,EXE,large,3,no_markers,EXE,1
XL-Synthetic_7_P__exe_medium__lsb2.png,extended_xl,EXE,EXE,medium,2,full,EXE,1
XL-Synthetic_7_P__exe_medium__lsb2.png,extended_xl,EXE,EXE,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__exe_medium__lsb2.png,extended_xl,EXE,EXE,medium,2,no_buffer,EXE,1
XL-Synthetic_7_P__exe_medium__lsb2.png,extended_xl,EXE,EXE,medium,2,no_markers,EXE,1
XL-Synthetic_7_P__exe_medium__lsb3.png,extended_xl,EXE,EXE,medium,3,full,EXE,1
XL-Synthetic_7_P__exe_medium__lsb3.png,extended_xl,EXE,EXE,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__exe_medium__lsb3.png,extended_xl,EXE,EXE,medium,3,no_buffer,EXE,1
XL-Synthetic_7_P__exe_medium__lsb3.png,extended_xl,EXE,EXE,medium,3,no_markers,EXE,1
XL-Synthetic_7_P__exe_small__lsb1.png,extended_xl,EXE,EXE,small,1,full,EXE,1
XL-Synthetic_7_P__exe_small__lsb1.png,extended_xl,EXE,EXE,small,1,no_deinterleaving,EXE,1
XL-Synthetic_7_P__exe_small__lsb1.png,extended_xl,EXE,EXE,small,1,no_buffer,EXE,1
XL-Synthetic_7_P__exe_small__lsb1.png,extended_xl,EXE,EXE,small,1,no_markers,EXE,1
XL-Synthetic_7_P__exe_small__lsb2.png,extended_xl,EXE,EXE,small,2,full,EXE,1
XL-Synthetic_7_P__exe_small__lsb2.png,extended_xl,EXE,EXE,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__exe_small__lsb2.png,extended_xl,EXE,EXE,small,2,no_buffer,EXE,1
XL-Synthetic_7_P__exe_small__lsb2.png,extended_xl,EXE,EXE,small,2,no_markers,EXE,1
XL-Synthetic_7_P__exe_small__lsb3.png,extended_xl,EXE,EXE,small,3,full,EXE,1
XL-Synthetic_7_P__exe_small__lsb3.png,extended_xl,EXE,EXE,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__exe_small__lsb3.png,extended_xl,EXE,EXE,small,3,no_buffer,EXE,1
XL-Synthetic_7_P__exe_small__lsb3.png,extended_xl,EXE,EXE,small,3,no_markers,EXE,1
XL-Synthetic_7_P__pdf_large__lsb3.png,extended_xl,PDF,PDF,large,3,full,PDF,1
XL-Synthetic_7_P__pdf_large__lsb3.png,extended_xl,PDF,PDF,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pdf_large__lsb3.png,extended_xl,PDF,PDF,large,3,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_large__lsb3.png,extended_xl,PDF,PDF,large,3,no_markers,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb2.png,extended_xl,PDF,PDF,medium,2,full,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb2.png,extended_xl,PDF,PDF,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pdf_medium__lsb2.png,extended_xl,PDF,PDF,medium,2,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb2.png,extended_xl,PDF,PDF,medium,2,no_markers,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb3.png,extended_xl,PDF,PDF,medium,3,full,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb3.png,extended_xl,PDF,PDF,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pdf_medium__lsb3.png,extended_xl,PDF,PDF,medium,3,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_medium__lsb3.png,extended_xl,PDF,PDF,medium,3,no_markers,PDF,1
XL-Synthetic_7_P__pdf_small__lsb1.png,extended_xl,PDF,PDF,small,1,full,PDF,1
XL-Synthetic_7_P__pdf_small__lsb1.png,extended_xl,PDF,PDF,small,1,no_deinterleaving,PDF,1
XL-Synthetic_7_P__pdf_small__lsb1.png,extended_xl,PDF,PDF,small,1,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_small__lsb1.png,extended_xl,PDF,PDF,small,1,no_markers,PDF,1
XL-Synthetic_7_P__pdf_small__lsb2.png,extended_xl,PDF,PDF,small,2,full,PDF,1
XL-Synthetic_7_P__pdf_small__lsb2.png,extended_xl,PDF,PDF,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pdf_small__lsb2.png,extended_xl,PDF,PDF,small,2,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_small__lsb2.png,extended_xl,PDF,PDF,small,2,no_markers,PDF,1
XL-Synthetic_7_P__pdf_small__lsb3.png,extended_xl,PDF,PDF,small,3,full,PDF,1
XL-Synthetic_7_P__pdf_small__lsb3.png,extended_xl,PDF,PDF,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pdf_small__lsb3.png,extended_xl,PDF,PDF,small,3,no_buffer,PDF,1
XL-Synthetic_7_P__pdf_small__lsb3.png,extended_xl,PDF,PDF,small,3,no_markers,PDF,1
XL-Synthetic_7_P__pptx_large__lsb3.png,extended_xl,PPTX,PPTX,large,3,full,PPTX,1
XL-Synthetic_7_P__pptx_large__lsb3.png,extended_xl,PPTX,PPTX,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pptx_large__lsb3.png,extended_xl,PPTX,PPTX,large,3,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_large__lsb3.png,extended_xl,PPTX,PPTX,large,3,no_markers,ZIP,0
XL-Synthetic_7_P__pptx_medium__lsb2.png,extended_xl,PPTX,PPTX,medium,2,full,PPTX,1
XL-Synthetic_7_P__pptx_medium__lsb2.png,extended_xl,PPTX,PPTX,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pptx_medium__lsb2.png,extended_xl,PPTX,PPTX,medium,2,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_medium__lsb2.png,extended_xl,PPTX,PPTX,medium,2,no_markers,ZIP,0
XL-Synthetic_7_P__pptx_medium__lsb3.png,extended_xl,PPTX,PPTX,medium,3,full,PPTX,1
XL-Synthetic_7_P__pptx_medium__lsb3.png,extended_xl,PPTX,PPTX,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pptx_medium__lsb3.png,extended_xl,PPTX,PPTX,medium,3,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_medium__lsb3.png,extended_xl,PPTX,PPTX,medium,3,no_markers,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb1.png,extended_xl,PPTX,PPTX,small,1,full,PPTX,1
XL-Synthetic_7_P__pptx_small__lsb1.png,extended_xl,PPTX,PPTX,small,1,no_deinterleaving,PPTX,1
XL-Synthetic_7_P__pptx_small__lsb1.png,extended_xl,PPTX,PPTX,small,1,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb1.png,extended_xl,PPTX,PPTX,small,1,no_markers,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb2.png,extended_xl,PPTX,PPTX,small,2,full,PPTX,1
XL-Synthetic_7_P__pptx_small__lsb2.png,extended_xl,PPTX,PPTX,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pptx_small__lsb2.png,extended_xl,PPTX,PPTX,small,2,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb2.png,extended_xl,PPTX,PPTX,small,2,no_markers,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb3.png,extended_xl,PPTX,PPTX,small,3,full,PPTX,1
XL-Synthetic_7_P__pptx_small__lsb3.png,extended_xl,PPTX,PPTX,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__pptx_small__lsb3.png,extended_xl,PPTX,PPTX,small,3,no_buffer,ZIP,0
XL-Synthetic_7_P__pptx_small__lsb3.png,extended_xl,PPTX,PPTX,small,3,no_markers,ZIP,0
XL-Synthetic_7_P__rtf_large__lsb3.png,extended_xl,RTF,RTF,large,3,full,RTF,1
XL-Synthetic_7_P__rtf_large__lsb3.png,extended_xl,RTF,RTF,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__rtf_large__lsb3.png,extended_xl,RTF,RTF,large,3,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_large__lsb3.png,extended_xl,RTF,RTF,large,3,no_markers,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb2.png,extended_xl,RTF,RTF,medium,2,full,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb2.png,extended_xl,RTF,RTF,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__rtf_medium__lsb2.png,extended_xl,RTF,RTF,medium,2,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb2.png,extended_xl,RTF,RTF,medium,2,no_markers,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb3.png,extended_xl,RTF,RTF,medium,3,full,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb3.png,extended_xl,RTF,RTF,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__rtf_medium__lsb3.png,extended_xl,RTF,RTF,medium,3,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_medium__lsb3.png,extended_xl,RTF,RTF,medium,3,no_markers,RTF,1
XL-Synthetic_7_P__rtf_small__lsb1.png,extended_xl,RTF,RTF,small,1,full,RTF,1
XL-Synthetic_7_P__rtf_small__lsb1.png,extended_xl,RTF,RTF,small,1,no_deinterleaving,RTF,1
XL-Synthetic_7_P__rtf_small__lsb1.png,extended_xl,RTF,RTF,small,1,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_small__lsb1.png,extended_xl,RTF,RTF,small,1,no_markers,RTF,1
XL-Synthetic_7_P__rtf_small__lsb2.png,extended_xl,RTF,RTF,small,2,full,RTF,1
XL-Synthetic_7_P__rtf_small__lsb2.png,extended_xl,RTF,RTF,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__rtf_small__lsb2.png,extended_xl,RTF,RTF,small,2,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_small__lsb2.png,extended_xl,RTF,RTF,small,2,no_markers,RTF,1
XL-Synthetic_7_P__rtf_small__lsb3.png,extended_xl,RTF,RTF,small,3,full,RTF,1
XL-Synthetic_7_P__rtf_small__lsb3.png,extended_xl,RTF,RTF,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__rtf_small__lsb3.png,extended_xl,RTF,RTF,small,3,no_buffer,RTF,1
XL-Synthetic_7_P__rtf_small__lsb3.png,extended_xl,RTF,RTF,small,3,no_markers,RTF,1
XL-Synthetic_7_P__xlsx_large__lsb3.png,extended_xl,XLSX,XLSX,large,3,full,XLSX,1
XL-Synthetic_7_P__xlsx_large__lsb3.png,extended_xl,XLSX,XLSX,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__xlsx_large__lsb3.png,extended_xl,XLSX,XLSX,large,3,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_large__lsb3.png,extended_xl,XLSX,XLSX,large,3,no_markers,ZIP,0
XL-Synthetic_7_P__xlsx_medium__lsb2.png,extended_xl,XLSX,XLSX,medium,2,full,XLSX,1
XL-Synthetic_7_P__xlsx_medium__lsb2.png,extended_xl,XLSX,XLSX,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__xlsx_medium__lsb2.png,extended_xl,XLSX,XLSX,medium,2,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_medium__lsb2.png,extended_xl,XLSX,XLSX,medium,2,no_markers,ZIP,0
XL-Synthetic_7_P__xlsx_medium__lsb3.png,extended_xl,XLSX,XLSX,medium,3,full,XLSX,1
XL-Synthetic_7_P__xlsx_medium__lsb3.png,extended_xl,XLSX,XLSX,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__xlsx_medium__lsb3.png,extended_xl,XLSX,XLSX,medium,3,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_medium__lsb3.png,extended_xl,XLSX,XLSX,medium,3,no_markers,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb1.png,extended_xl,XLSX,XLSX,small,1,full,XLSX,1
XL-Synthetic_7_P__xlsx_small__lsb1.png,extended_xl,XLSX,XLSX,small,1,no_deinterleaving,XLSX,1
XL-Synthetic_7_P__xlsx_small__lsb1.png,extended_xl,XLSX,XLSX,small,1,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb1.png,extended_xl,XLSX,XLSX,small,1,no_markers,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb2.png,extended_xl,XLSX,XLSX,small,2,full,XLSX,1
XL-Synthetic_7_P__xlsx_small__lsb2.png,extended_xl,XLSX,XLSX,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__xlsx_small__lsb2.png,extended_xl,XLSX,XLSX,small,2,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb2.png,extended_xl,XLSX,XLSX,small,2,no_markers,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb3.png,extended_xl,XLSX,XLSX,small,3,full,XLSX,1
XL-Synthetic_7_P__xlsx_small__lsb3.png,extended_xl,XLSX,XLSX,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_7_P__xlsx_small__lsb3.png,extended_xl,XLSX,XLSX,small,3,no_buffer,ZIP,0
XL-Synthetic_7_P__xlsx_small__lsb3.png,extended_xl,XLSX,XLSX,small,3,no_markers,ZIP,0
XL-Synthetic_8_B__docx_large__lsb1.bmp,extended_xl,DOCX,DOCX,large,1,full,DOCX,1
XL-Synthetic_8_B__docx_large__lsb1.bmp,extended_xl,DOCX,DOCX,large,1,no_deinterleaving,DOCX,1
XL-Synthetic_8_B__docx_large__lsb1.bmp,extended_xl,DOCX,DOCX,large,1,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_large__lsb1.bmp,extended_xl,DOCX,DOCX,large,1,no_markers,ZIP,0
XL-Synthetic_8_B__docx_large__lsb2.bmp,extended_xl,DOCX,DOCX,large,2,full,DOCX,1
XL-Synthetic_8_B__docx_large__lsb2.bmp,extended_xl,DOCX,DOCX,large,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_large__lsb2.bmp,extended_xl,DOCX,DOCX,large,2,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_large__lsb2.bmp,extended_xl,DOCX,DOCX,large,2,no_markers,ZIP,0
XL-Synthetic_8_B__docx_large__lsb3.bmp,extended_xl,DOCX,DOCX,large,3,full,DOCX,1
XL-Synthetic_8_B__docx_large__lsb3.bmp,extended_xl,DOCX,DOCX,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_large__lsb3.bmp,extended_xl,DOCX,DOCX,large,3,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_large__lsb3.bmp,extended_xl,DOCX,DOCX,large,3,no_markers,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb1.bmp,extended_xl,DOCX,DOCX,medium,1,full,DOCX,1
XL-Synthetic_8_B__docx_medium__lsb1.bmp,extended_xl,DOCX,DOCX,medium,1,no_deinterleaving,DOCX,1
XL-Synthetic_8_B__docx_medium__lsb1.bmp,extended_xl,DOCX,DOCX,medium,1,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb1.bmp,extended_xl,DOCX,DOCX,medium,1,no_markers,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb2.bmp,extended_xl,DOCX,DOCX,medium,2,full,DOCX,1
XL-Synthetic_8_B__docx_medium__lsb2.bmp,extended_xl,DOCX,DOCX,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_medium__lsb2.bmp,extended_xl,DOCX,DOCX,medium,2,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb2.bmp,extended_xl,DOCX,DOCX,medium,2,no_markers,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb3.bmp,extended_xl,DOCX,DOCX,medium,3,full,DOCX,1
XL-Synthetic_8_B__docx_medium__lsb3.bmp,extended_xl,DOCX,DOCX,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_medium__lsb3.bmp,extended_xl,DOCX,DOCX,medium,3,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_medium__lsb3.bmp,extended_xl,DOCX,DOCX,medium,3,no_markers,ZIP,0
XL-Synthetic_8_B__docx_small__lsb1.bmp,extended_xl,DOCX,DOCX,small,1,full,DOCX,1
XL-Synthetic_8_B__docx_small__lsb1.bmp,extended_xl,DOCX,DOCX,small,1,no_deinterleaving,DOCX,1
XL-Synthetic_8_B__docx_small__lsb1.bmp,extended_xl,DOCX,DOCX,small,1,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_small__lsb1.bmp,extended_xl,DOCX,DOCX,small,1,no_markers,ZIP,0
XL-Synthetic_8_B__docx_small__lsb2.bmp,extended_xl,DOCX,DOCX,small,2,full,DOCX,1
XL-Synthetic_8_B__docx_small__lsb2.bmp,extended_xl,DOCX,DOCX,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_small__lsb2.bmp,extended_xl,DOCX,DOCX,small,2,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_small__lsb2.bmp,extended_xl,DOCX,DOCX,small,2,no_markers,ZIP,0
XL-Synthetic_8_B__docx_small__lsb3.bmp,extended_xl,DOCX,DOCX,small,3,full,DOCX,1
XL-Synthetic_8_B__docx_small__lsb3.bmp,extended_xl,DOCX,DOCX,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__docx_small__lsb3.bmp,extended_xl,DOCX,DOCX,small,3,no_buffer,ZIP,0
XL-Synthetic_8_B__docx_small__lsb3.bmp,extended_xl,DOCX,DOCX,small,3,no_markers,ZIP,0
XL-Synthetic_8_B__exe_large__lsb1.bmp,extended_xl,EXE,EXE,large,1,full,EXE,1
XL-Synthetic_8_B__exe_large__lsb1.bmp,extended_xl,EXE,EXE,large,1,no_deinterleaving,EXE,1
XL-Synthetic_8_B__exe_large__lsb1.bmp,extended_xl,EXE,EXE,large,1,no_buffer,EXE,1
XL-Synthetic_8_B__exe_large__lsb1.bmp,extended_xl,EXE,EXE,large,1,no_markers,EXE,1
XL-Synthetic_8_B__exe_large__lsb2.bmp,extended_xl,EXE,EXE,large,2,full,EXE,1
XL-Synthetic_8_B__exe_large__lsb2.bmp,extended_xl,EXE,EXE,large,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_large__lsb2.bmp,extended_xl,EXE,EXE,large,2,no_buffer,EXE,1
XL-Synthetic_8_B__exe_large__lsb2.bmp,extended_xl,EXE,EXE,large,2,no_markers,EXE,1
XL-Synthetic_8_B__exe_large__lsb3.bmp,extended_xl,EXE,EXE,large,3,full,EXE,1
XL-Synthetic_8_B__exe_large__lsb3.bmp,extended_xl,EXE,EXE,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_large__lsb3.bmp,extended_xl,EXE,EXE,large,3,no_buffer,EXE,1
XL-Synthetic_8_B__exe_large__lsb3.bmp,extended_xl,EXE,EXE,large,3,no_markers,EXE,1
XL-Synthetic_8_B__exe_medium__lsb1.bmp,extended_xl,EXE,EXE,medium,1,full,EXE,1
XL-Synthetic_8_B__exe_medium__lsb1.bmp,extended_xl,EXE,EXE,medium,1,no_deinterleaving,EXE,1
XL-Synthetic_8_B__exe_medium__lsb1.bmp,extended_xl,EXE,EXE,medium,1,no_buffer,EXE,1
XL-Synthetic_8_B__exe_medium__lsb1.bmp,extended_xl,EXE,EXE,medium,1,no_markers,EXE,1
XL-Synthetic_8_B__exe_medium__lsb2.bmp,extended_xl,EXE,EXE,medium,2,full,EXE,1
XL-Synthetic_8_B__exe_medium__lsb2.bmp,extended_xl,EXE,EXE,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_medium__lsb2.bmp,extended_xl,EXE,EXE,medium,2,no_buffer,EXE,1
XL-Synthetic_8_B__exe_medium__lsb2.bmp,extended_xl,EXE,EXE,medium,2,no_markers,EXE,1
XL-Synthetic_8_B__exe_medium__lsb3.bmp,extended_xl,EXE,EXE,medium,3,full,EXE,1
XL-Synthetic_8_B__exe_medium__lsb3.bmp,extended_xl,EXE,EXE,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_medium__lsb3.bmp,extended_xl,EXE,EXE,medium,3,no_buffer,EXE,1
XL-Synthetic_8_B__exe_medium__lsb3.bmp,extended_xl,EXE,EXE,medium,3,no_markers,EXE,1
XL-Synthetic_8_B__exe_small__lsb1.bmp,extended_xl,EXE,EXE,small,1,full,EXE,1
XL-Synthetic_8_B__exe_small__lsb1.bmp,extended_xl,EXE,EXE,small,1,no_deinterleaving,EXE,1
XL-Synthetic_8_B__exe_small__lsb1.bmp,extended_xl,EXE,EXE,small,1,no_buffer,EXE,1
XL-Synthetic_8_B__exe_small__lsb1.bmp,extended_xl,EXE,EXE,small,1,no_markers,EXE,1
XL-Synthetic_8_B__exe_small__lsb2.bmp,extended_xl,EXE,EXE,small,2,full,EXE,1
XL-Synthetic_8_B__exe_small__lsb2.bmp,extended_xl,EXE,EXE,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_small__lsb2.bmp,extended_xl,EXE,EXE,small,2,no_buffer,EXE,1
XL-Synthetic_8_B__exe_small__lsb2.bmp,extended_xl,EXE,EXE,small,2,no_markers,EXE,1
XL-Synthetic_8_B__exe_small__lsb3.bmp,extended_xl,EXE,EXE,small,3,full,EXE,1
XL-Synthetic_8_B__exe_small__lsb3.bmp,extended_xl,EXE,EXE,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__exe_small__lsb3.bmp,extended_xl,EXE,EXE,small,3,no_buffer,EXE,1
XL-Synthetic_8_B__exe_small__lsb3.bmp,extended_xl,EXE,EXE,small,3,no_markers,EXE,1
XL-Synthetic_8_B__pdf_large__lsb1.bmp,extended_xl,PDF,PDF,large,1,full,PDF,1
XL-Synthetic_8_B__pdf_large__lsb1.bmp,extended_xl,PDF,PDF,large,1,no_deinterleaving,PDF,1
XL-Synthetic_8_B__pdf_large__lsb1.bmp,extended_xl,PDF,PDF,large,1,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_large__lsb1.bmp,extended_xl,PDF,PDF,large,1,no_markers,PDF,1
XL-Synthetic_8_B__pdf_large__lsb2.bmp,extended_xl,PDF,PDF,large,2,full,PDF,1
XL-Synthetic_8_B__pdf_large__lsb2.bmp,extended_xl,PDF,PDF,large,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_large__lsb2.bmp,extended_xl,PDF,PDF,large,2,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_large__lsb2.bmp,extended_xl,PDF,PDF,large,2,no_markers,PDF,1
XL-Synthetic_8_B__pdf_large__lsb3.bmp,extended_xl,PDF,PDF,large,3,full,PDF,1
XL-Synthetic_8_B__pdf_large__lsb3.bmp,extended_xl,PDF,PDF,large,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_large__lsb3.bmp,extended_xl,PDF,PDF,large,3,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_large__lsb3.bmp,extended_xl,PDF,PDF,large,3,no_markers,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb1.bmp,extended_xl,PDF,PDF,medium,1,full,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb1.bmp,extended_xl,PDF,PDF,medium,1,no_deinterleaving,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb1.bmp,extended_xl,PDF,PDF,medium,1,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb1.bmp,extended_xl,PDF,PDF,medium,1,no_markers,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb2.bmp,extended_xl,PDF,PDF,medium,2,full,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb2.bmp,extended_xl,PDF,PDF,medium,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_medium__lsb2.bmp,extended_xl,PDF,PDF,medium,2,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb2.bmp,extended_xl,PDF,PDF,medium,2,no_markers,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb3.bmp,extended_xl,PDF,PDF,medium,3,full,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb3.bmp,extended_xl,PDF,PDF,medium,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_medium__lsb3.bmp,extended_xl,PDF,PDF,medium,3,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_medium__lsb3.bmp,extended_xl,PDF,PDF,medium,3,no_markers,PDF,1
XL-Synthetic_8_B__pdf_small__lsb1.bmp,extended_xl,PDF,PDF,small,1,full,PDF,1
XL-Synthetic_8_B__pdf_small__lsb1.bmp,extended_xl,PDF,PDF,small,1,no_deinterleaving,PDF,1
XL-Synthetic_8_B__pdf_small__lsb1.bmp,extended_xl,PDF,PDF,small,1,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_small__lsb1.bmp,extended_xl,PDF,PDF,small,1,no_markers,PDF,1
XL-Synthetic_8_B__pdf_small__lsb2.bmp,extended_xl,PDF,PDF,small,2,full,PDF,1
XL-Synthetic_8_B__pdf_small__lsb2.bmp,extended_xl,PDF,PDF,small,2,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_small__lsb2.bmp,extended_xl,PDF,PDF,small,2,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_small__lsb2.bmp,extended_xl,PDF,PDF,small,2,no_markers,PDF,1
XL-Synthetic_8_B__pdf_small__lsb3.bmp,extended_xl,PDF,PDF,small,3,full,PDF,1
XL-Synthetic_8_B__pdf_small__lsb3.bmp,extended_xl,PDF,PDF,small,3,no_deinterleaving,UNKNOWN,0
XL-Synthetic_8_B__pdf_small__lsb3.bmp,extended_xl,PDF,PDF,small,3,no_buffer,PDF,1
XL-Synthetic_8_B__pdf_small__lsb3.bmp,extended_xl,PDF,PDF,small,3,no_markers,PDF,1
XL-Synthetic_8_B__pptx_large__lsb1.bmp,extended_xl,PPTX,PPTX,large,1,full,PPTX,1
XL-Synthetic_8_B__pptx_large__lsb1.bmp,extended_xl,PPTX,PPTX,large,1,no_deinterleaving,PPTX,1
XL-Synthetic_8_B__pptx_large__lsb1.bmp,extended_xl,PPTX,PPTX,large,1,no_buffer,ZIP,0
